,Comment,Sentiment
318,The phone of the decade❤ samsung,Positive
319,he is epic,Positive
320,s23 over the horizon 也太难听了,Neutral
321,"What's new but most of this things aren't new.
- Vision Booster
- Astro Mode
- Nighttography

I have all these things on my S22 Ultra.",Neutral
322,1:57 this made me rofl 💀,Negative
323,"As an Apple fan, this is honestly sick 🔥",Positive
324,ayo? There a pen built inside?!?!,Neutral
325,"Samsung Galaxy Watch 5 is not smartwatch enough,Whatsapp can't sync with my android..hate it!!",Negative
326,Using samsung brand since 2016 amd it is still best for me.,Positive
327,Why you not call me in launching day 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡🌞😡,Negative
328,It's the S23 watched ad by 23M 😮lol,Neutral
329,"most of these fake reviews are ignorant and none of them are mentioning the major screen color issue of this phone , a lot of users are complaining the less saturated, gamma , contrast screen display of S23U, its a totally downgrade screen incomparable to S21U which has a better screen display,  the amoled becomes an ordinary oled screen like other phones and samsung has fooled the consumers on this phone",Negative
330,"I own a Galaxy S23 so why am I receiving advertisements for the S23? Stop trying to convince me to buy a product that I already own, you dumbfucks.",Negative
331,This is romel romel,Neutral
332,Bacolod city Philippines good item,Positive
333,"Samsung has 3 stars in it's galaxy S series, F series, A series .❤❤❤",Positive
334,Whatcha ad 😂🔥,Neutral
335,It's EPIC BEAST.,Positive
336,Got a worst product (samsung Galaxy S23 ultra) from samsung...disappointed on photo clarity...😢,Negative
337,8 gen 2 better than A16 Bionic,Neutral
338,samsung literally know how to make peoples amazingly awesome.with fun and style.,Positive
339,screen burn issue in oled phones.. that's one thing that display engineers from samsung should be fixed..,Neutral
340,camera design looks cheap better s22 design,Positive
341,did Samsung shoot this video using the phone?,Neutral
342,I think some countries would ban Samsung S series for security purposes due to zoom capability. I hope not coz I have S21 Ultra that I use for Travel Vlogs.,Neutral
343,Can it be found in shops especially in Saudi Arabia please?,Neutral
344,The video is super cringe,Negative
345,wow ! most useful,Positive
346,The video samsung ever released,Neutral
347,"Unfortunately, the front camera is 12 megapixels.",Negative
348,This ad makes me feel like I can afford the new Samsung Galaxy. Way to go Samsung.,Positive
349,It even has 23 mil view,Neutral
350,So cool!❤,Positive
351,RUBBISH item..... 23???? I am the ONLY victim here..... KILLERS,Negative
352,"If Samsung made removable battery ,3.5 head phone jack ,fm radio and memory card slot then every iphone   customer will shift towards samsung galaxy phone.",Positive
353,"Samsung Galaxy ultra 23.> God himself, way stronger , better , an powerful ; Than Apple IPhones which it will ""cost you your monthly rent "" an the device always improve every-year. I cant wait to grab mines. ' Galaxy for life ' lets go.",Positive
354,Sad to let go of my note20 😢,Negative
355,2023 is for Samsung no doubt,Positive
356,Even lost 500000 not to leave the culprits,Negative
357,I will buy  it ... later,Positive
358,"The presen for S23 has 23M views, fitting",Neutral
359,Can I use this video part for my YouTube channel,Neutral
360,Phone full of bugs in 1 month use  i hated this product,Negative
361,"best of the best, I love it",Positive
362,"If s23 have better night mode for camera shooting galaxy in 4k, then your galaxy patented is approved by me",Positive
363,Nice good s23 ultra ultimate but next s24 ultra came in more pieces than glass . Samsung galaxy S24 Ultra .and. I'm Writing 🤔,Positive
364,Expensive asf,Negative
365,who made it? Genius???,Neutral
366,"im still trying to find
WHERE IS THE SAMSUNG GALAXY 🌌",Neutral
367,Watching this on my Samsung S10 Plus I got almost 4 years ago. Still a gorgeous display. I used iPhone mini in the meantime and went back to the S10.,Positive
368,"Probably one of the best smartphone trailers EVER!, the S23 is going to be huge this year!",Positive
369,"the one thing I absolutely love about Samsung is the clean camera setup - other companies have gross camera setups on their flagships, and apple still can't lose the notch and it is 2023",Positive
370,Product is good. But apple commercials keep getting better. Please catchup n smash them Samsung,Positive
371,"This phone is awesome, still discovering features as just got it today. Have fun creating fun contents!",Positive
372,"One of my favorite features has to be the OIS. The videos taken out of this phone are so so stable, missing all those micro jitters from when usually filming with a phone, it's incredible and makes other phones with OIS feel like they ain't got one.",Positive
373,Super power saver,Positive
374,better than iphone,Positive
375,Def better than iphone14 pro max,Positive
376,"Disappointed with Samsung's Decision to Omit Original Charger Adaptor.

I have been a long-time user of Samsung products, but my recent experience has left me extremely disappointed and frustrated. In an attempt to express my discontent, I feel compelled to share my thoughts on the matter.

First and foremost, I must express my disappointment with Samsung's decision to follow Apple's footsteps in excluding the original charger adaptor from their new mobile devices. As a consumer, I believe that every new mobile purchase should include the essential accessories needed for a seamless user experience. The omission of the charger adaptor feels like an unnecessary cost-cutting measure that inconveniences customers and diminishes the value of the product.

What truly aggravates me is that Samsung was once known for its innovation and ability to stand out from the crowd. It had its own loyal customer base that appreciated its unique approach to technology. However, by mimicking Apple's questionable actions, Samsung seems to have lost its individuality and the trust of its consumers. I find it disheartening that Samsung, a company capable of producing exceptional products, has chosen to follow a path that seems to prioritize profit over customer satisfaction.

Furthermore, this decision has soured my perception of Samsung, prompting me to reconsider future purchases not only for myself but also for my relatives and family members. I was a vocal critic of Apple in the past, but now I find myself harboring similar negative sentiments towards Samsung. This will undoubtedly be my last Samsung purchase if the company continues down this path.

I implore Samsung to reclaim its identity and listen to the concerns of its loyal customers. It is essential for Samsung to recognize that it can forge its own path and be a leader in the industry without imitating others. By catering to the needs and expectations of its customer base, Samsung has the potential to regain its status as a top contender in the mobile market.

In conclusion, I am deeply disappointed in Samsung's decision to exclude the original charger adaptor from their new mobile devices. This move, seemingly influenced by Apple, has negatively impacted my perception of the company. I believe that Samsung should prioritize its loyal customers and focus on producing outstanding products that stand out on their own merits. If Samsung continues down this path, it risks being overshadowed and losing its position as a leading brand.",Negative
377,"I don't understand why they don't increase the battery of smartphones sold in Brazil.
Since, in China, there are smartphones with much larger batteries.

UNIHERTZ TANK 22,000 mAh, (BRL 1,500)
DOOGEE V MAX 22,000 mAh, (BRL 1,970)
OUKITEL WP19 21,000 mAh, (BRL 1,478)
ULEFONE POWER ARMOR 14 10,000 mAh, (BRL 1,018)

I think we should publicize this more so that companies care and decide to do something like this.

They are big and heavy cell phones, yes, negative point.
But if in 500 grams (UNIHERTZ TANK), they managed to put 22,000 mAh,
Samsung should be able to put 10,000 mAh in a cell phone with half this weight.
-------------------------------------------------- --------
The Galaxy M62 was released in 2021, with 7,000 mAh battery,
at the time I thought, that from this, it would only increase,
what did not happen,
later releases have 5,000 mAh.

For example,
Galaxy M51 = 213 grams = 7,000 mAh, 2020, Thickness 9.5 mm
Galaxy M62 = 218 grams = 7,000 mAh, 2021, Thickness 9.5 mm
Galaxy M52 = 173 grams = 5,000 mAh, 2021, Thickness 7.4 mm
Galaxy M53 = 176 grams = 5,000 mAh, 2022, Thickness 7.4 mm
Galaxy M54 = 199 grams = 6,000 mAh, 2023, Thickness 8.4 mm

With bigger battery, it increases the weight and thickness.
For 1,000 mAh MORE battery,
increase the weight of 173 grams (M52), or 218g (M62),
for up to 250 or 300 grams, that's fine with me.

The Galaxy M54 has 6,000 mAh. Properly configured, DISABLE several features, Gives 2 days without playing, 1 day playing.

IF it had an 8,000 to 10,000 mAh battery,
weighing 250 to 300 grams, thickness 10 mm,

would be better,
MAYBE we wouldn't need to DISABLE anything
on devices that we pay dearly for.",Neutral
378,"Watching it from my S23 Ultra, I love this phone 😍",Positive
379,"dream of a good consumer, without money😢😢",Neutral
380,I just ordered this >D,Neutral
381,Watching this with my S23 Ultra lol love this phone!,Positive
