Comment,Sentiment
"Worst experience with Samsung mobiles lately. We've been great fans of the Galaxy Note series (me) since Note 3 while my wife of Galaxy S series (both flagships). However, lately esp since Note 8 and S20 onwards their hardware and support standards have really taken a dip and I mean big time. While these flagship devices are ever more expensive however their reliability is worse than ever, they hardly last 2 years in service and if they survive that afterwards they become extremely slow and increasingly unsupported. To top that, Samsung runs out your support clock quicker than any other manufacturer. Unlike iPhone, the Samsung flagship devices stop getting latest OS sooner than all other competitors. Recently, their displays start to get green lines which is a death sentence to your phone's display as after first line your display lasts a few months at best. Also, the processor will start to age and become sluggish, while battery star to die on you by half the backup compared to when your phone was new in just over 2 years, I can go on n on... Last but certainly not the least, their support is pathetic than ever, even within warranty period they waste their customer's time and money in lengthy and dismissive repairs if they accept a warranty issue at all (mostly their support tends to reject warranty issue as misuse or damage by user). Outside of warranty with problems like spontaneous appearance of green lines on display or other hardware quality issues will be out rightly denied any support. Summary, I'll never waste my money on Samsung mobiles again.",Negative
I got the S21 Ultra 512gb Phantom Navy. I skipped on the S22 Ultra. However I don't think i'll skip the S23 this year 🥲 Getting a 1 terabyte as well if the option is there.,Positive
@ samsung... please have fix over your phone camera'l s camera shutter lag!!,Negative
Nothing new😇😇,Positive
"I am not a fan of Samsung, but that was so cool!",Positive
People commenting about apple disabling comments but iphone 15 pro's animation are way smooth and better than Samsung galaxy s23 ultra. Visit any electronic store and use simultaneously to know the difference. But we will still have Samsung in my family,Positive
"taking galaxy photo using galaxy phone, this is incredible!!!!",Positive
Samsung what’s new? Except camera downgrade and snapdragon 8 gen 2. 😂,Neutral
samsung is officially becoming mighty apple..,Neutral
"Apple when new phone: It’s the same, we just made everything slightly better but that doesn’t really change anything. Anyway, buy it now
Samsung: whooooo we’re in gaaallaaxyyyyy",Positive
I wish I could so easily get in touch with a girl 😢😂,Positive
"one half of the worst introduction to videos, which i'd ve probably ever seen...",Negative
S9+ to S23 ULRTA!  I'm In heaven! 😍👍🏽,Positive
"not registered on direct nwtwork! still persistent! $ @ & # & # & # ^ @ ^ @ > name what't s up there samsung! the interface technician said : it's my device is cutting itself off to the last connection! $ 1200 useless and expensive % # * # ; $, $ * #, # *",Negative
The number is new 23 😗😗,Neutral
says nothing to my offer.. will that be a disaster,Negative
"Its durability increase on every S generation, I'm using S20FE now and its still working like miracle (the last OS updates were game changer)",Positive
when ever release since s24 ultra premium [UNK]?,Neutral
when s22 > − s23 ( total value for money ),Neutral
Love this one.,Positive
Hey what's NEW ......,Neutral
What is the NPU?,Neutral
Is this 2023 or 2003 ??? 😍❤️💯,Positive
1:31 “With your *cut* FaNcy pEn”,Neutral
The best features of Samsung Galaxy: they're not disable the comments section,Positive
Yo this video ain’t it 🤣,Negative
"This is really disappointing, nothing has changed.",Negative
Not bad.. for an android 😂,Positive
What a boring update. Galaxy Note 20 Ultra is still the best.,Positive
5000mah in but still can ’ fi t beat call i phone,Negative
Samsung Official Introductions are not as good as they were earlier,Negative
"""What's new?""............describes  most smartphones nowadays.",Neutral
Is there improvement in the heating  to the phone with 5g?,Neutral
"I must confess I love this commercial, beautifully done and fun too ❤",Positive
Beautiful and classy! 👌💙,Positive
"I've always used Samsung, and I always knew they were superior compared to iPhone.",Positive
"Well well well this is s23 




Oooo ultra obviously",Neutral
"one of my the two worst new samsung phone introdutions ever. the good new phone, a bad video.",Negative
Best camera phone 2023,Positive
Just ordered mine my 10 + has been acting up lately looking for to it coming on the 17th!!,Positive
@thatwasepic,Neutral
"All Humans Refuse to work in Samsung Ad, expect these 3 guys",Negative
Love love love! This will be my next new phone. Haven't felt the need to upgrade my S10+ since release... I think now is the time and I'm EXCITED!!!!,Positive
It's the black dude coming after all had been said 🙄,Neutral
Very expensive,Negative
"It's S23
I just saw 23M views on this😮😮😂",Neutral
Coming Soon with Ukulele string screen 🤪,Neutral
"i have s22 by ultra security and i thought i might have a beast phone with all the advertised specifications, but knowing the reality these is not and the really big numbers the specifications are claiming are nothing but meaningless numbers both because my phone still lags when it i use the heart sticker in whatsapp! don't need fooled in by samsung, only they are normal phones with average performance",Negative
and still make no extra headfone jack?,Neutral
I mean it looks cool and all but these upgrades always look cool and they end up not really being that different than the previous generation.,Positive
"Nightography, Quick Share...",Neutral
Yet I'm still stuck with s7edge 😭😭,Negative
it's april s23 i just saw facebook 23m youtube views on youtube [UNK],Neutral
but exactly why you said only giving 500 for getting my 22u,Negative
Boring,Negative
Give me this phone,Neutral
I love the Samsung mobiles it's just awesome..,Positive
Same as s22,Neutral
The phone is cool but the trailer is cringy,Negative
"and samsung, you guys sure gotta get rid of the dead curve.. else it'di s got obsolete and that temper glass won'a t stay locked in tact because of this it..",Negative
can you both stop giving all us curved edges please? none thank bloody you,Neutral
Where's the guy cutting the phone with scissors? Did I fall for ANOTHER Reel?,Negative
Me watching this add with my iphone 14 😂,Neutral
"I think it's time we got a new software design *One UI* looks terrible, specially the notification panel... yuck",Negative
2014 worst received ad from samsung [UNK],Negative
being simply a design earn easy money,Neutral
Very expensive for nothing,Negative
What's the name of this girl,Neutral
I would hate to drop this phone on the floor,Negative
Samsung on fuchsia os 🎉🎉🎉❤❤😮😮😮😊😊,Positive
Sooo it is made on recycled materials then sell it 20x the price? Ohh yess samsung all the way,Neutral
Only if my salary is 1 lakh then I can buy this one 🥹,Neutral
This is actually such an elaborate and fun introduction film. Nice job. My s23 Ultra is already pre-ordered!,Positive
"I dont know much, but Samsung are one of the best phone makers out there",Positive
now what a damn cheap ad!,Negative
My favourite better than the samsung galaxy s3 damit sooooo christano renaldo ishowspeed,Positive
Who is going to take nightography on other planets,Neutral
"“Hey what’s new?” 
“Nothing.” 

The end",Neutral
i've already long gotten tired enough of samsung bloatware annoying to me that year i'm definitely getting out a pixel for opening my brand next new samsung phone. if only the entire eu would make a regulation of requiring all apps on a phone to be installed uninstallable : - ).,Negative
"same story as his last, but boring...",Negative
"Hey! Everyone, hope all of you seeing this video. I am an Intermiddiate student and I know I have to do study now. With the era of S23 Ultra don't know That how charismatic S25 ultra & iPhone 16 pro would be.waiting for them. Wish me luck 🤞.",Positive
"Really good phone, could've been better if I can afford it lol",Positive
but... why did even the astronaut simply have to die?,Negative
Are they producing phones or cameras...??,Neutral
oh yes. if actually what's not new?,Neutral
Been so long since i saw a genuinely fun intro video for a smartphone launch. Way to go Samsung. I might upgrade from my old one plus this year!,Positive
Retro? Old–fashion? Nice phone but really boring script.,Negative
"Very nice trailer, well done Samsung! Still sticking to my note 9 that still going solid for God knows how long 😂",Positive
